"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"all0391"	"PCC7120DELTA_RS03880"	"MFS transporter"	398	"WP_010994567.1"	"Q8YZR6"	"9.31"	"https://www.uniprot.org/uniprotkb/Q8YZR6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994567.1/"	"43.35"	"all0391"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.99"
"all0392"	"PCC7120DELTA_RS03885"	"Lysine N(6)-hydroxylase/l-ornithine N(5)-oxygenase family protein"	427	"WP_010994568.1"	"Q8YZR5"	"5.98"	"https://www.uniprot.org/uniprotkb/Q8YZR5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994568.1/"	"49.62"	"all0392"	"FALSE"	"FALSE"	"NA"	"NA"	15	100
"all0393"	"PCC7120DELTA_RS03890"	"Acetyltransferase"	193	"WP_010994569.1"	"Q8YZR4"	"5.63"	"https://www.uniprot.org/uniprotkb/Q8YZR4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994569.1/"	"22.93"	"all0393"	"FALSE"	"FALSE"	"NA"	"NA"	2	100
"all0394"	"PCC7120DELTA_RS03895"	"IucA/IucC family siderophore biosynthesis protein"	606	"WP_010994570.1"	"Q8YZR3"	"5.62"	"https://www.uniprot.org/uniprotkb/Q8YZR3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994570.1/"	"69.56"	"all0394"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"all0395"	"PCC7120DELTA_RS03900"	"Aspartate aminotransferase family protein"	538	"WP_010994571.1"	"Q8YZR2"	"5.01"	"https://www.uniprot.org/uniprotkb/Q8YZR2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994571.1/"	"58.5"	"all0395"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"all0396"	"PCC7120DELTA_RS03905"	"Aspartate aminotransferase family protein"	493	"WP_010994572.1"	"Q8YZR1"	"6.47"	"https://www.uniprot.org/uniprotkb/Q8YZR1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994572.1/"	"53.17"	"all0396"	"FALSE"	"FALSE"	"NA"	"NA"	14	"97.19"
"all0405"	"PCC7120DELTA_RS03950"	"FAD-dependent oxidoreductase"	676	"WP_044520608.1"	"Q8YZQ2"	"9.47"	"https://www.uniprot.org/uniprotkb/Q8YZQ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520608.1/"	"77.31"	"all0405"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"all0432"	"PCC7120DELTA_RS04090"	"Zinc-dependent metalloprotease"	926	"WP_010994608.1"	"Q8YZM5"	"5.32"	"https://www.uniprot.org/uniprotkb/Q8YZM5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994608.1/"	"106.17"	"all0432"	"FALSE"	"FALSE"	"NA"	"NA"	9	"92.72"
"all0437"	"PCC7120DELTA_RS04115"	"DUF4090 family protein"	101	"WP_010994613.1"	"Q8YZM0"	"6.08"	"https://www.uniprot.org/uniprotkb/Q8YZM0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994613.1/"	"10.98"	"all0437"	"FALSE"	"FALSE"	"NA"	"NA"	1	"98.98"
"all0439"	"PCC7120DELTA_RS04125"	"ABC transporter ATP-binding protein"	232	"WP_190449725.1"	"Q8YZL8"	"5.54"	"https://www.uniprot.org/uniprotkb/Q8YZL8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_190449725.1/"	"27.82"	"all0439"	"FALSE"	"FALSE"	"NA"	"NA"	3	100
"all0443"	"PCC7120DELTA_RS04145"	"Tetratricopeptide repeat protein"	290	"WP_010994619.1"	"Q8YZL4"	"9.14"	"https://www.uniprot.org/uniprotkb/Q8YZL4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994619.1/"	"31.97"	"all0443"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.84"
"all0454"	"PCC7120DELTA_RS04200"	"ATP-binding protein"	318	"WP_010994630.1"	"Q8YZK3"	"5.23"	"https://www.uniprot.org/uniprotkb/Q8YZK3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994630.1/"	"36.78"	"all0454"	"FALSE"	"TRUE"	5	"NA"	"NA"	"NA"
"all0457"	"PCC7120DELTA_RS04220"	"ChaB family protein"	255	"WP_044520642.1"	"P0A3K0"	"4.71"	"https://www.uniprot.org/uniprotkb/P0A3K0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520642.1/"	"22.63"	"all0457"	"FALSE"	"FALSE"	"NA"	"NA"	5	"97.03"
"all0462"	"PCC7120DELTA_RS04245"	"Translocation/assembly module TamB domain-containing protein"	1829	"WP_010994638.1"	"Q8YZJ8"	"5.24"	"https://www.uniprot.org/uniprotkb/Q8YZJ8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994638.1/"	"192.93"	"all0462"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0464"	"PCC7120DELTA_RS04255"	"Hypothetical protein"	506	"WP_010994640.1"	"Q8YZJ6"	"5.54"	"https://www.uniprot.org/uniprotkb/Q8YZJ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994640.1/"	"53.6"	"all0464"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0466"	"PCC7120DELTA_RS04265"	"Hypothetical protein"	270	"WP_044520646.1"	"Q8YZJ4"	"9.3"	"https://www.uniprot.org/uniprotkb/Q8YZJ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520646.1/"	"30.28"	"all0466"	"FALSE"	"FALSE"	"NA"	"NA"	11	"99.16"
"all0469"	"PCC7120DELTA_RS04280"	"Hypothetical protein"	915	"WP_044520648.1"	"Q8YZJ1"	"6.45"	"https://www.uniprot.org/uniprotkb/Q8YZJ1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520648.1/"	"99.75"	"all0469"	"FALSE"	"TRUE"	"1_2"	"NA"	11	"98.71"
"all0475"	"PCC7120DELTA_RS04310"	"SDR family oxidoreductase"	257	"WP_010994651.1"	"Q8YZI5"	"5.97"	"https://www.uniprot.org/uniprotkb/Q8YZI5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994651.1/"	"27.79"	"all0475"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.24"
"all0476"	"PCC7120DELTA_RS04315"	"Nuclear transport factor 2 family protein"	274	"WP_010994652.1"	"Q8YZI4"	"9.95"	"https://www.uniprot.org/uniprotkb/Q8YZI4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994652.1/"	"30.37"	"all0476"	"FALSE"	"FALSE"	"NA"	"NA"	6	"98.26"
"all0478"	"PCC7120DELTA_RS04325"	"Hypothetical protein"	1708	"WP_010994654.1"	"Q8YZI2"	"6.17"	"https://www.uniprot.org/uniprotkb/Q8YZI2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994654.1/"	"190.71"	"all0478"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0479"	"PCC7120DELTA_RS04330"	"AAA family ATPase"	443	"WP_010994655.1"	"Q8YZI1"	"6.44"	"https://www.uniprot.org/uniprotkb/Q8YZI1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994655.1/"	"50.6"	"all0479"	"TRUE"	"FALSE"	"NA"	"NA"	4	"99.95"
"all0493"	"PCC7120DELTA_RS04400"	"Polysaccharide biosynthesis tyrosine autokinase"	727	"WP_010994669.1"	"Q8YZG7"	"5.21"	"https://www.uniprot.org/uniprotkb/Q8YZG7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994669.1/"	"79.3"	"all0493"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.16"
"all0495"	"PCC7120DELTA_RS04405"	"Polysaccharide biosynthesis/export family protein"	446	"WP_010994671.1"	"Q8YZG5"	"5.42"	"https://www.uniprot.org/uniprotkb/Q8YZG5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994671.1/"	"48.33"	"all0495"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0496"	"PCC7120DELTA_RS04410"	"Cyanoexosortase B system-associated protein"	242	"WP_010994672.1"	"Q8YZG4"	"9.66"	"https://www.uniprot.org/uniprotkb/Q8YZG4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994672.1/"	"27.27"	"all0496"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0498"	"PCC7120DELTA_RS04420"	"DegT/DnrJ/EryC1/StrS aminotransferase family protein"	395	"WP_010994674.1"	"Q8YZG2"	"5.82"	"https://www.uniprot.org/uniprotkb/Q8YZG2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994674.1/"	"42.09"	"all0498"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"all0513"	"PCC7120DELTA_RS04485"	"Thioredoxin family protein"	187	"WP_010994689.1"	"Q8YZE7"	"5.13"	"https://www.uniprot.org/uniprotkb/Q8YZE7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994689.1/"	"20.31"	"all0513"	"FALSE"	"FALSE"	"NA"	"NA"	2	100
"all0538"	"PCC7120DELTA_RS04620"	"Class I SAM-dependent methyltransferase"	270	"WP_010994714.1"	"Q8YZD9"	"4.89"	"https://www.uniprot.org/uniprotkb/Q8YZD9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994714.1/"	"30.43"	"all0538"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0565"	"PCC7120DELTA_RS04750"	"Hypothetical protein"	146	"WP_010994741.1"	"Q8YZB4"	"8.52"	"https://www.uniprot.org/uniprotkb/Q8YZB4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994741.1/"	"17.32"	"all0565"	"FALSE"	"FALSE"	"NA"	"NA"	2	"99.57"
"all0574"	"PCC7120DELTA_RS04795"	"3-deoxy-7-phosphoheptulonate synthase"	347	"WP_168370993.1"	"NA"	"5.85"	"NA"	"https://www.ncbi.nlm.nih.gov/protein/WP_168370993.1"	"38.8"	"all0574"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"all0592"	"PCC7120DELTA_RS04880"	"AarF/ABC1/UbiB kinase family protein"	572	"WP_010994768.1"	"Q8YZ87"	"5.68"	"https://www.uniprot.org/uniprotkb/Q8YZ87/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994768.1/"	"65.61"	"all0592"	"FALSE"	"FALSE"	"NA"	"NA"	12	"94.49"
"all0594"	"PCC7120DELTA_RS04890"	"M1 family metallopeptidase"	866	"WP_010994770.1"	"Q8YZ85"	"5.67"	"https://www.uniprot.org/uniprotkb/Q8YZ85/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994770.1/"	"98.04"	"all0594"	"TRUE"	"FALSE"	"NA"	"NA"	11	100
"all0596"	"PCC7120DELTA_RS04895"	"(2Fe-2S) ferredoxin domain-containing protein"	219	"WP_010994772.1"	"Q8YZ83"	"9.28"	"https://www.uniprot.org/uniprotkb/Q8YZ83/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994772.1/"	"24.29"	"all0596"	"FALSE"	"FALSE"	"NA"	"NA"	7	100
"all0603"	"PCC7120DELTA_RS04930"	"HelIX-turn-helIX transcriptional regulator"	101	"WP_010994779.1"	"Q9L3R5"	"5.07"	"https://www.uniprot.org/uniprotkb/Q9L3R5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994779.1/"	"11.27"	"all0603"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"all0623"	"PCC7120DELTA_RS05030"	"(Fe-S)-binding protein"	450	"WP_010994799.1"	"Q8YZ64"	"8.46"	"https://www.uniprot.org/uniprotkb/Q8YZ64/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994799.1/"	"49.39"	"all0623"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0632"	"PCC7120DELTA_RS05075"	"Hypothetical protein"	300	"WP_010994808.1"	"Q8YZ55"	"8.93"	"https://www.uniprot.org/uniprotkb/Q8YZ55/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994808.1/"	"33.81"	"all0632"	"FALSE"	"FALSE"	"NA"	"NA"	3	100
"all0634"	"PCC7120DELTA_RS05080"	"Universal stress protein"	173	"WP_010994810.1"	"Q8YZ53"	"5.12"	"https://www.uniprot.org/uniprotkb/Q8YZ53/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994810.1/"	"18.89"	"all0634"	"FALSE"	"TRUE"	19	"NA"	"NA"	"NA"
"all0640"	"PCC7120DELTA_RS05115"	"ABC transporter ATP-binding protein/permease"	574	"WP_044520689.1"	"Q8YZ47"	"6.64"	"https://www.uniprot.org/uniprotkb/Q8YZ47/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520689.1/"	"60.67"	"all0640"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"all0641"	"PCC7120DELTA_RS05120"	"YkvA family protein"	99	"WP_010994817.1"	"Q8YZ46"	"4.36"	"https://www.uniprot.org/uniprotkb/Q8YZ46/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994817.1/"	"11.03"	"all0641"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"all0648"	"PCC7120DELTA_RS05155"	"STAS domain-containing protein"	122	"WP_010994824.1"	"Q8YZ39"	"4.93"	"https://www.uniprot.org/uniprotkb/Q8YZ39/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994824.1/"	"13.59"	"all0648"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.15"
"all0684"	"PCC7120DELTA_RS05315"	"ATP-binding protein"	516	"WP_010994860.1"	"Q8YZ04"	"5.77"	"https://www.uniprot.org/uniprotkb/Q8YZ04/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994860.1/"	"57.87"	"all0684"	"FALSE"	"FALSE"	"NA"	"NA"	12	"96.73"
"all0706"	"PCC7120DELTA_RS05415"	"Acetamidase/formamidase family protein"	328	"WP_010994881.1"	"Q8YYY6"	"5.51"	"https://www.uniprot.org/uniprotkb/Q8YYY6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994881.1/"	"35.63"	"all0706"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"all0711"	"PCC7120DELTA_RS05440"	"Hsp70 family protein"	640	"WP_010994886.1"	"Q8YYY1"	"5.7"	"https://www.uniprot.org/uniprotkb/Q8YYY1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994886.1/"	"72.08"	"all0711"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"all0712"	"PCC7120DELTA_RS05445"	"Hypothetical protein"	299	"WP_010994887.1"	"Q8YYY0"	"4.95"	"https://www.uniprot.org/uniprotkb/Q8YYY0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994887.1/"	"33.69"	"all0712"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.99"
"all0721"	"PCC7120DELTA_RS05480"	"Hypothetical protein"	372	"WP_010994896.1"	"Q8YYX1"	"5.31"	"https://www.uniprot.org/uniprotkb/Q8YYX1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994896.1/"	"41.91"	"all0721"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.79"
"all0727"	"PCC7120DELTA_RS05510"	"Glucosamine-6-phosphate deaminase"	258	"WP_010994902.1"	"Q8YYW5"	7	"https://www.uniprot.org/uniprotkb/Q8YYW5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994902.1/"	"28.94"	"all0727"	"FALSE"	"FALSE"	"NA"	"NA"	5	"98.41"
"all0736"	"PCC7120DELTA_RS05555"	"Acetoacetate decarboxylase family protein"	212	"WP_044520712.1"	"Q8YYV7"	"6.29"	"https://www.uniprot.org/uniprotkb/Q8YYV7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520712.1/"	"23.57"	"all0736"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"all0748"	"PCC7120DELTA_RS05620"	"PAM68 family protein"	156	"WP_010994922.1"	"Q8YYU8"	"9.64"	"https://www.uniprot.org/uniprotkb/Q8YYU8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994922.1/"	"17.4"	"all0748"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0753"	"PCC7120DELTA_RS05645"	"Type II toxin-antitoxin system VapC family toxin"	131	"WP_010994927.1"	"Q8YYU3"	"5.9"	"https://www.uniprot.org/uniprotkb/Q8YYU3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994927.1/"	"14.84"	"all0753"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"all0759"	"PCC7120DELTA_RS05675"	"AAA-like domain-containing protein"	1329	"WP_010994933.1"	"Q8YYT7"	"6.52"	"https://www.uniprot.org/uniprotkb/Q8YYT7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994933.1/"	"148.58"	"all0759"	"FALSE"	"FALSE"	"NA"	"NA"	15	"98.89"
"all0768"	"PCC7120DELTA_RS05720"	"GNAT family N-acetyltransferase"	295	"WP_010994942.1"	"Q8YYS8"	"5.07"	"https://www.uniprot.org/uniprotkb/Q8YYS8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994942.1/"	"33.93"	"all0768"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.91"
"all0769"	"PCC7120DELTA_RS05725"	"Bifunctional acetate--CoA ligase family protein/gnat family N-acetyltransferase"	916	"WP_010994943.1"	"Q8YYS7"	"5.58"	"https://www.uniprot.org/uniprotkb/Q8YYS7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994943.1/"	"99.36"	"all0769"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0772"	"PCC7120DELTA_RS05740"	"Class I SAM-dependent methyltransferase"	204	"WP_044520721.1"	"Q8YYS4"	"9.14"	"https://www.uniprot.org/uniprotkb/Q8YYS4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520721.1/"	"23.53"	"all0772"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0781"	"PCC7120DELTA_RS05775"	"S8 family serine peptidase"	529	"WP_044520723.1"	"Q8YYR5"	"8.98"	"https://www.uniprot.org/uniprotkb/Q8YYR5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520723.1/"	"51.63"	"all0781"	"FALSE"	"TRUE"	"NA"	3	8	100
"all0783"	"PCC7120DELTA_RS05785"	"Methylenetetrahydrofolate reductase"	309	"WP_010994957.1"	"Q8YYR3"	"8.18"	"https://www.uniprot.org/uniprotkb/Q8YYR3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994957.1/"	"33.56"	"all0783"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"all0792"	"PCC7120DELTA_RS05830"	"Cyclase"	147	"WP_010994966.1"	"Q8YYQ4"	"6.37"	"https://www.uniprot.org/uniprotkb/Q8YYQ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994966.1/"	"17.27"	"all0792"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0794"	"PCC7120DELTA_RS05840"	"B12-binding domain-containing radical SAM protein"	544	"WP_010994968.1"	"Q8YYQ2"	"5.95"	"https://www.uniprot.org/uniprotkb/Q8YYQ2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994968.1/"	"60.6"	"all0794"	"FALSE"	"TRUE"	"1_2 14"	"NA"	9	100
"all0800"	"PCC7120DELTA_RS05870"	"Molybdenum cofactor biosynthesis protein MoaB"	167	"WP_010994974.1"	"Q8YYP6"	"5.57"	"https://www.uniprot.org/uniprotkb/Q8YYP6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010994974.1/"	"18.26"	"all0800"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.95"
"all0839"	"PCC7120DELTA_RS06055"	"Histone deacetylase"	306	"WP_010995013.1"	"Q8YYK9"	"5.12"	"https://www.uniprot.org/uniprotkb/Q8YYK9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995013.1/"	"33.33"	"all0839"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all0848"	"PCC7120DELTA_RS06100"	"Alpha-mannosidase"	1047	"WP_010995022.1"	"Q8YYK0"	"4.88"	"https://www.uniprot.org/uniprotkb/Q8YYK0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995022.1/"	"118.67"	"all0848"	"FALSE"	"FALSE"	"NA"	"NA"	13	"98.68"
"all0852"	"PCC7120DELTA_RS06125"	"SRPBCC family protein"	202	"WP_010995026.1"	"Q8YYJ6"	"5.13"	"https://www.uniprot.org/uniprotkb/Q8YYJ6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995026.1/"	"23.07"	"all0852"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0853"	"PCC7120DELTA_RS06130"	"HAMP domain-containing histidine kinase"	674	"WP_010995027.1"	"Q8YYJ5"	"5.42"	"https://www.uniprot.org/uniprotkb/Q8YYJ5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995027.1/"	"75.64"	"all0853"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"all0858"	"PCC7120DELTA_RS06155"	"DUF4870 domain-containing protein"	111	"WP_010995032.1"	"Q8YYJ0"	"8.08"	"https://www.uniprot.org/uniprotkb/Q8YYJ0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995032.1/"	"12.42"	"all0858"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.89"
"all0861"	"PCC7120DELTA_RS06170"	"Mucoidy inhibitor MuiA family protein"	545	"WP_010995035.1"	"Q8YYI7"	"5.2"	"https://www.uniprot.org/uniprotkb/Q8YYI7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995035.1/"	"60.42"	"all0861"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"all0872"	"PCC7120DELTA_RS06225"	"HEAT repeat domain-containing protein"	1237	"WP_010995046.1"	"Q8YYH6"	"5.63"	"https://www.uniprot.org/uniprotkb/Q8YYH6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995046.1/"	"143.69"	"all0872"	"FALSE"	"TRUE"	"NA"	"4 5"	14	"99.12"
"all0876"	"PCC7120DELTA_RS06245"	"DUF1823 family protein"	125	"WP_010995050.1"	"Q8YYH4"	"7.86"	"https://www.uniprot.org/uniprotkb/Q8YYH4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995050.1/"	"14.69"	"all0876"	"FALSE"	"FALSE"	"NA"	"NA"	2	100
"all0878"	"PCC7120DELTA_RS06255"	"GNAT family N-acetyltransferase"	272	"WP_010995052.1"	"Q8YYH2"	"5.58"	"https://www.uniprot.org/uniprotkb/Q8YYH2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995052.1/"	"30.16"	"all0878"	"FALSE"	"FALSE"	"NA"	"NA"	4	"98.47"
"all0879"	"PCC7120DELTA_RS06260"	"Zinc-dependent alcohol dehydrogenase family protein"	328	"WP_010995053.1"	"Q8YYH1"	"5.93"	"https://www.uniprot.org/uniprotkb/Q8YYH1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995053.1/"	"35.77"	"all0879"	"TRUE"	"FALSE"	"NA"	"NA"	8	100
"all0889"	"PCC7120DELTA_RS06305"	"Tetratricopeptide repeat protein"	605	"WP_010995063.1"	"Q8YYG1"	"5.19"	"https://www.uniprot.org/uniprotkb/Q8YYG1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995063.1/"	"69.01"	"all0889"	"FALSE"	"TRUE"	"11 12 14 16"	"NA"	17	"99.79"
"all0902"	"PCC7120DELTA_RS06370"	"DsbA family protein"	248	"WP_010995076.1"	"Q8YYE8"	"5.87"	"https://www.uniprot.org/uniprotkb/Q8YYE8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995076.1/"	"27.81"	"all0902"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"all0915"	"PCC7120DELTA_RS06435"	"Glycosyltransferase"	301	"WP_010995089.1"	"Q8YYD5"	"8.83"	"https://www.uniprot.org/uniprotkb/Q8YYD5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995089.1/"	"34.32"	"all0915"	"FALSE"	"FALSE"	"NA"	"NA"	7	"91.06"
"all0921"	"PCC7120DELTA_RS06465"	"Rieske (2Fe-2S) protein"	116	"WP_010995095.1"	"Q8YYC9"	"8.66"	"https://www.uniprot.org/uniprotkb/Q8YYC9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995095.1/"	"12.85"	"all0921"	"FALSE"	"TRUE"	13	"NA"	1	"93.54"
"all0926"	"PCC7120DELTA_RS06490"	"Response regulator"	1983	"WP_010995100.1"	"Q8YYC4"	"4.07"	"https://www.uniprot.org/uniprotkb/Q8YYC4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995100.1/"	"218.51"	"all0926"	"FALSE"	"TRUE"	8	"NA"	6	"96.82"
"all0927"	"PCC7120DELTA_RS06495"	"Methyl-accepting chemotaxis protein"	973	"WP_044522768.1"	"Q8YYC3"	"4.15"	"https://www.uniprot.org/uniprotkb/Q8YYC3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522768.1/"	"107.46"	"all0927"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"all0929"	"PCC7120DELTA_RS06505"	"Response regulator"	121	"WP_010995103.1"	"Q8YYC1"	"4.99"	"https://www.uniprot.org/uniprotkb/Q8YYC1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995103.1/"	"13.4"	"all0929"	"FALSE"	"TRUE"	"3 6 8"	"NA"	3	100
"all0930"	"PCC7120DELTA_RS06510"	"Response regulator"	412	"WP_010995104.1"	"Q8YYC0"	"5.34"	"https://www.uniprot.org/uniprotkb/Q8YYC0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995104.1/"	"47.66"	"all0930"	"FALSE"	"TRUE"	"7 8 9 13"	"3 4"	6	"99.96"
"all0937"	"PCC7120DELTA_RS06545"	"DUF3352 domain-containing protein"	572	"WP_044520779.1"	"Q8YYB3"	"9.68"	"https://www.uniprot.org/uniprotkb/Q8YYB3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044520779.1/"	"63.92"	"all0937"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.02"
"all0945"	"PCC7120DELTA_RS06590"	"Succinate dehydrogenase/fumarate reductase iron-sulfur subunit"	333	"WP_010995119.1"	"Q8YYA6"	"7.41"	"https://www.uniprot.org/uniprotkb/Q8YYA6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995119.1/"	"37.11"	"all0945"	"FALSE"	"FALSE"	"NA"	"NA"	14	"99.81"
"all0955"	"PCC7120DELTA_RS06640"	"Dienelactone hydrolase family protein"	246	"WP_010995129.1"	"Q8YY96"	"5.72"	"https://www.uniprot.org/uniprotkb/Q8YY96/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010995129.1/"	"27.18"	"all0955"	"TRUE"	"FALSE"	"NA"	"NA"	14	100
