"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"all4822"	"Q8YMV4"	"All4822 protein "	-0,4363495957	1	1	4	"fraction01_2 fraction12 fraction13 fraction15"	1	"fraction03"	5	1,8840227642	0,9136774713	-0,3117405321	-0,6942341261	0,6265238497	1,1625752152	0,7476345598	0,7381240261	1,3053002461	0,5177891809	-2,3921988917	-2,0039868604	-0,9346928046	-2,9225991666	0,2439683614	-0,7793709669	-1,1702635639	0,4786111321	0,000106834	0,044125061	0,6968100249	0,1492714333	0,3152248479	0,0516000845	0,4761700931	0,7592983138	0,1787477285	0,9411398919	0,0030591012	0,0256605268	0,8137635234	4,96E-05	0,9675711009	0,9141496492	0,3497625457	0,8741805703
"asl3888"	"Q8YQE5"	"Asl3888 protein "	0,3730589903	1	1	4	"fraction07 fraction14 fraction16 fraction18"	1	"fraction05"	5	-0,5680903461	-0,2326507533	0,520518913	0,8046093197	-0,2764132302	1,431401803		1,0410355143	0,3636790865	-0,3925693795	0,1805797634	1,2841830266	2,526535233	1,4752194508	3,906475646	-1,1820850764	-2,0243643922	-1,0909150222	0,7241832563	0,9081248577	0,1343409661	0,0492238162	0,8997019713	0,0046764705		0,4583427885	0,9164626939	0,9570390126	0,9644359453	0,3494718783	0,000991154	0,3999352361	1,72E-09	0,690278346	0,0049902145	0,3236265766
"rpmI"	"Q8YRL9"	"50S ribosomal protein L35 "	0,8134953784	3	3	5	"fraction08 fraction09 fraction10 fraction16 fraction18"	0		5	-0,3569317077	-0,2339708064	0,4598688289	0,7892083969	1,4596338268	1,7936995751	1,4540405488	1,391224353	1,1402974328	1,3059514175	0,8367074477	0,9403883697	0,4010064994	0,974344542	1,6619149869	0,0943765514	2,63682039	-0,6160312016	0,8919843699	0,9028445698	0,658167887	0,6168905535	0,6458908105	0,2384999666	0,0008800299	0,0048438891	0,0452773475	0,3774122738	0,7444982642	0,5495290837	0,9556685071	0,5594094451	0,0129108383	0,9813762755	1,14E-06	0,4926190306
"rps1_2"	"Q8Z0G0"	"30S ribosomal protein S1 "	1,1224704801	2	2	4	"fraction04 fraction14 fraction15 fraction16"	1	"fraction03"	5	-0,6256407659	-0,9131851159	-1,0923798675	-0,6204729043	-0,4273486242	-0,2105782323	-0,2815104472	-0,219420438	-0,0749641437	0,1000176001	0,2907337594	0,7744400497	1,5083935487	2,4329674337	2,3457155811	-1,0821804438	-1,0406877019	-0,943815672	0,4349428028	0,0195677384	1,44E-05	0,2122138876	0,7243725025	0,9550051034	0,8610635942	0,9361444925	0,9541046048	0,9750112488	0,9491359097	0,6613542459	0,035758989	6,11E-05	4,76E-05	0,4205594538	0,4907908469	0,2991489161
"rpsL"	"Q8YP60"	"30S ribosomal protein S12 "	1,3947737342	3	3	5	"fraction10 fraction14 fraction15 fraction16 fraction17"	0		5	0,1547743578	-0,0680635395	0,2688134177	0,8148540109	0,8099562552	0,8779812057	0,9209655293	1,068099422	1,6233159915	1,4928909388	1,3693765128	1,4583115363	2,2558364471	2,5559552311	2,351749098	-1,6063037185	-1,0363588384	-0,8846484799	0,9383234899	0,9573552613	0,9452625048	0,6626513435	0,5067395625	0,6085362987	0,4052696387	0,067247825	0,0006979039	0,1095927227	0,1273925621	0,1595520725	0,0001097157	7,64E-07	0,0001095158	0,01108094	0,382564144	0,2742948403
"alr0103"	"WP_044520488.1"	"DUF3488 and DUF4129 domain-containing transglutaminase family protein "	-1,6747965233	1	1	3	"fraction03 fraction05 fraction06"	1	"fraction04"	4	0,0203278661	-2,1141551408	-0,6628448461	1,4021858463	1,8293294019	1,075149875	-0,8708667913	-1,1290834403	-0,9388100898	-1,2025614565		-0,0527555522	-0,7751251222		-0,5783231595		-0,2755518529	0,0376049987	0,951215332	8,76E-12	0,0189648934	3,39E-06	5,61E-10	0,0928559289	0,3389301542	0,3834508469	0,540581496	0,5363155427		0,9563579275	0,8838269044		0,9292134257		0,9381097802	0,9574583579
"all0889"	"Q8YYG1"	"All0889 protein "	-1,565981416	1	1	4	"fraction11 fraction12 fraction14 fraction16"	0		4										-3,0102988536	-2,8717668563		-2,2767285839	-1,7102910278	-1,9013516309													1,18E-05	8,16E-05		0,0046327136	0,1596043339	0,0233593076			
"all3835"	"Q8YQI8"	"All3835 protein "	-1,5260560075	1	1	4	"fraction01_2 fraction15 fraction16 fraction18"	0		4	2,4006704526	-0,0265806937	-0,3798050684	-0,7415254902	0,2904469573	0,6960570971	0,2173026124	0,7986116401	1,0913531607	0,8183491773	0,504279997	0,5573870727	0,4734299259	2,087815179	2,5242692935	1,6429842413	1,7310950728	1,1251531417	6,85E-08	0,9582911407	0,4993232131	0,0917094271	0,8914417862	0,6719962921	0,9048019855	0,7086627241	0,3701403762	0,8573410011	0,9284276352	0,8803377139	0,9475982835	0,017933436	0,0004212203	0,1735390512	0,0314742131	0,2944107654
"all1750"	"Q8YW66"	"All1750 protein "	-1,3547951951	3	3	4	"fraction08 fraction09 fraction10 fraction13"	0		4	-0,1307442787	-0,4761894378	-0,1982126012	0,2594499058	0,4149056266	0,6934151261	1,2482245127	2,0331868815	1,6172986921	2,0609713313	1,4776330046	1,6314113866	1,4073267763	1,3631060722	1,3215409443	1,274899991	1,1626323613	0,6501407059	0,9327313035	0,4433961941	0,774104629	0,9056730244	0,8667576696	0,5788590855	0,0022488115	0,021909909	0,0029385972	0,0885769325	0,1011815895	0,0281244602	0,0788637644	0,5476378299	0,2521028581	0,2658363762	0,0687457205	0,3848668468
"alr7124"	"Q8YL14"	"Alr7124 protein "	-1,1385505627	2	2	4	"fraction10 fraction12 fraction16 fraction18"	0		4	-0,6113303836	-0,5021807713	0,1570113843	0,2468563762	0,3254904314	0,3196216348	0,4957946047	0,8877987139	1,9199551223	1,4689808088	1,5793452099	1,4488126053	1,5404428878	1,4326896543	1,5792184381	1,0043017793	1,9341468233	1,1343711842	0,7564901919	0,4765650444	0,8679544937	0,8829262972	0,8855712696	0,9159713195	0,6460619632	0,4420131605	4,68E-05	0,1023376644	0,0356758559	0,1992693488	0,3545486577	0,7074099749	0,0209089081	0,854990632	0,0003156907	0,2911451095
"alr3068"	"Q8YSL6"	"Alr3068 protein "	-0,9093229865	1	1	4	"fraction01_2 fraction08 fraction09 fraction12"	0		4	-1,3649720171	0,1149999906	0,2783560363	0,0424935856	-0,1926469847	-0,605064135	-1,4052712352	-1,877494845	-1,3686681889	-1,7333716076	-2,3082043074	-0,9346442319	-0,3780124522	0,4833647046	0,6853065721	1,177098057	0,6441386462	1,0313461412	0,0163310126	0,9438707908	0,7682356476	0,9698778545	0,9353167624	0,7872376868	0,0204648128	0,0101218111	0,1401364245	0,0739285103	0,0046187698	0,6779314871	0,9577591702	0,9628687685	0,9045517912	0,6949981124	0,8401379768	0,3778268077
"all2170"	"Q8YV11"	"All2170 protein "	-0,908861446	2	2	3	"fraction01_2 fraction05 fraction10"	1	"fraction04"	4	-1,3075270022	0,1942591586	0,8058675893	1,1820439068	0,6060458805	0,2926363731	-0,5035141644	-1,7501954745	-1,8632886022	-1,3563410014	-1,5017244941	-1,0002677818	-0,3997678801	-1,702810505	-0,7903437087	-0,464803929	-0,7413020416	-0,2559403605	0,0045033806	0,940505653	0,0083180179	2,83E-06	0,6397572508	0,9517535551	0,6661915149	0,1923828235	0,006305862	0,0953021547	0,0674108625	0,382632026	0,9489996562	0,1523424522	0,8304704942	0,9485255583	0,9041996907	0,9145336159
"all1826"	"Q8YVZ0"	"All1826 protein "	-0,853520787	1	1	4	"fraction06 fraction07 fraction08 fraction09"	0		4	0,0228973258	0,3462847703	0,1816418743	-0,6392244811	-1,4582902124	-1,6731462488	-1,9077989647	-1,701441924	-0,9803014508	-1,6699558554	-1,3606264907	-1,4185184334	-1,0414492981		-0,6032928875	-1,6309909303	-1,2774851325	-0,2449116712	0,9509484601	0,8377883225	0,8912824784	0,2332648582	4,88E-06	0,0003476396	0,0004816054	0,0273493997	0,4938731203	0,0923645889	0,3121204966	0,2450892259	0,7436477983		0,9242436039	0,1837222251	0,2311174669	0,9339813255
"alr2594"	"WP_044523016.1"	"DUF1636 family protein "	-0,7400520875	2	2	4	"fraction14 fraction16 fraction18 fraction19"	0		4	0,0006994423	0,2697707587	0,0165852393	-0,1150551324	-0,2601542527	-0,6156330545	-0,8941784158	-1,1336510965	-1,2842123366	-1,3571023408	-1,5381436456	-1,2927235054	-1,5147967682	-1,7989886958	-2,0421503524	-0,5654615406	-1,7689781371	-1,766263615	0,9531492254	0,8303469996	0,9583526908	0,9535332011	0,852852754	0,4866668685	0,1032513752	0,1414293851	0,0690210737	0,0646494255	0,0504069291	0,1612340169	0,0330237588	0,1770749689	0,0004439627	0,9688220497	0,0095400851	0,0404029374
"alr2809"	"WP_044521508.1"	"Uma2 family endonuclease "	-0,5440506944	1	1	4	"fraction10 fraction11 fraction12 fraction16"	0		4	0,320143132	0,183233238	0,3114524997	0,1218093243	-0,0072583992	-0,0747670317	-0,2845467155	-0,3016337018	-3,8019662789	-3,0417413908	-1,8267368223	-1,0033145354	-0,534830256	-0,762885974	-2,102130831	-0,8127076217	-0,6327965049	0,4704201532	0,888775156	0,9262856938	0,6975025733	0,9580723252	0,9690301168	0,974019251	0,8845666467	0,9324652511	2,21E-12	1,05E-05	0,0499891131	0,6161632108	0,9392082828	0,9227742718	0,0071486493	0,9049110155	0,8452984602	0,8772817699
"trpD2"	"Q8YXQ9"	"Anthranilate phosphoribosyltransferase 2 "	-0,4938843537	2	2	4	"fraction07 fraction10 fraction12 fraction18"	0		4	-0,2726682298	0,5099389039	0,3571807767	0,1190942397	-0,4855375529	-1,0345378971	-0,857938289	-0,1509923572	-1,4420095892	-1,0090660117	-2,0020662824	-0,8811983487	-1,0560511597	-0,600575276	-1,1030952572	-1,1975574435	-1,8324803135	-1,1543237456	0,8950518012	0,7468262993	0,3151422405	0,9510710578	0,2536229406	0,0327073965	0,1957865956	0,9520131616	0,0121296242	0,8501816954	0,0134025794	0,8521740474	0,7635097641	0,9621957711	0,7141801484	0,6366613039	0,0171231013	0,4671155506
"rpsB"	"Q8YMY2"	"30S ribosomal protein S2 "	-0,410788054	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	0,4864747252	-0,0944502916	-0,3509717517	-0,0421225145	-0,0650754987	0,0691900992	0,2711441264	0,5372590651	0,34033208	0,4624622334	1,0879119146	1,6572336399	2,368161383	2,7435790788	2,2583784677	-1,6749357406	-1,1706315307	-0,8486886014	0,7704794906	0,9503279466	0,8824671945	0,9713586739	0,9634829234	0,9734431341	0,8586013571	0,8092476747	0,9102033376	0,9467208512	0,3926403867	0,0687054847	9,81E-06	3,61E-07	0,0001398988	0,0110825763	0,2338795413	0,2154716725
"asr1559"	"Q8YWP5"	"Asr1559 protein "	-0,3635896915	3	3	4	"fraction06 fraction07 fraction08 fraction09"	0		4	-0,2806948182	-0,2401392541	0,1797643472	0,5144195331	1,0728676288	1,2045439095	1,161377963	1,2593852823	0,4362822428		1,3229150574				0,6024542304			-0,2296332398	0,8925758796	0,8117013813	0,8702502484	0,6577307623	0,0008541248	0,0024690714	0,0092298451	0,0245066373	0,8536399998		0,3551071024				0,9088734036			0,9363666102
"alr3018"	"Q8YSR6"	"Type-4 uracil-DNA glycosylase "	-0,2882145889	2	2	2	"fraction17 fraction18"	2	"fraction05 fraction06"	4	-0,0438121395	0,4604041224	0,6222854666	0,945452381	0,7933484825	0,2508619855	0,2043397697	0,2271069053	0,1396685042	-0,3382063075	0,2777219104	-0,0987579138	0,1752447908	-0,2001069436	0,4478457319	-1,621733107	-1,5090245002	-0,8537739453	0,947423774	0,8259413532	0,146633953	0,0017163665	0,003397494	0,9445468039	0,8981361636	0,9349868213	0,9503567855	0,9606793656	0,953013465	0,9518748275	0,9688967901	0,9774403654	0,9639299471	0,0170460421	0,0164674129	0,2765279578
"alr2190"	"Q8YUZ1"	"Alpha-amylase "	0,1940942893	3	3	4	"fraction04 fraction09 fraction10 fraction11"	0		4	-0,2977025146	0,2001047911	1,1182019187	0,2981008758	-0,5002258992	-0,7550379721	-0,9963844752	-1,5549050837	-1,8062945573	-1,9651159254	-1,6079697585	-0,9897089456	-0,8955730721	-0,5409788193	-0,4694023441	-0,4520717675	-0,3066899741	-0,3324035666	0,8956282493	0,9462780956	0,0055264217	0,9030188549	0,3738388066	0,4533931283	0,0840221823	0,0242235084	0,0095205653	0,0015025753	0,0617322717	0,481349382	0,8491297525	0,9521137283	0,9371834888	0,9651230459	0,9263894602	0,9368872417
"prpA"	"Q7A2A7"	"Protein serine-threonine phosphatase "	0,6792466246	3	3	3	"fraction08 fraction09 fraction10"	1	"fraction05"	4	1,2271143249	0,2010153252	0,2116086701	0,9631499201	0,2793175694	-0,4567388229	-1,0817150205	-1,882085523	-1,5374960661	-1,1534246111	-0,8229179975	-0,8550378545	-0,7844003734	-0,6499456988	-0,5012582481	-0,351009559	0,4218738063	0,590173618	0,6205943375	0,9475487974	0,8272311047	0,0343706531	0,8740009505	0,7553410754	0,021035714	0,0021634244	0,0381285589	0,2495109237	0,5981517888	0,4476693743	0,6870899276	0,8678710852	0,8958108121	0,9630736351	0,9001033303	0,8865118489
"rpsR"	"Q8YNW0"	"30S ribosomal protein S18 "	0,7905187287	3	3	4	"fraction13 fraction14 fraction15 fraction16"	0		4	-0,0466442818	-0,2834546603	-0,4879953048	-0,4105983512	-0,0560572586	0,330380922	0,1121847477	0,0934948329	0,0782595449	0,3407219319	0,6867338046	1,6023440397	2,1464933283	2,2876002717	1,8593584458	-1,1024918073	-0,9020704482	-0,5977341998	0,9473583943	0,8590750354	0,6560330616	0,7186670488	0,9633082308	0,9431883832	0,9241868403	0,9550254412	0,9526035138	0,9413815996	0,6857128917	0,0054868907	2,54E-05	3,85E-07	0,0034404628	0,2035446348	0,3150576114	0,543600661
"PCC7120DELTA_RS18030"	"WP_044523122.1"	"RNA-binding S4 domain-containing protein "	1,1057269811	3	3	3	"fraction07 fraction08 fraction09"	1	"fraction05"	4	-0,4744513988	-0,3364297186	0,3352809674	0,6618025657	0,9017384399	1,2221759022	1,3996400988	1,7430410364	1,7127237484	0,8023402855	1,4836342463	1,8126496411	1,6679105549	1,2712083275	0,6980815409	1,1954925869	1,0680055224	0,7167769522	0,690881796	0,7248945628	0,3774336264	0,0442489162	0,2240841059	0,0002345987	0,0008851125	0,0464360111	0,0580637022	0,9004113717	0,3593053584	0,0940933143	0,4104154366	0,8886760758	0,9068499748	0,8996566652	0,7843902873	0,7845436966
"rpsN"	"Q8YQ66"	"30S ribosomal protein S14 "	1,1344807302	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	-0,362769186	-1,013938284	-0,6168549186	-0,0403095066	0,236640931	-0,0673757954	-0,147001984	0,0089503646	-1,3224675477	-1,0832127418	0,0624521373	1,3443114472	2,3487760478	2,4115816586	2,5997407185	-1,5263464427	-0,7750490653	-0,4321580651	0,8691948634	0,5662061201	0,6673296515	0,9703653621	0,9303194023	0,9733424396	0,9093223236	0,9626154611	0,0568053321	0,7640737604	0,9705283331	0,4237384094	0,0019410362	2,15E-06	8,15E-06	0,0178604488	0,737806605	0,8253528111
"rpsD"	"Q8YTI0"	"30S ribosomal protein S4 "	1,2580227525	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	0,0915075291	0,25055321	0,3224989886	0,3032265869	-0,43235585	-0,4144705671	-0,2658859838	-0,2964415574	-1,4057121508	-1,19176334	-0,1876600529	0,8721787295	1,8749019186	2,562846045	2,2751607459	-1,5692917661	-1,0201278085	-0,8358654309	0,9441756389	0,9248122046	0,909604546	0,9357982516	0,8951031819	0,9293185418	0,8803186379	0,9240944629	0,4858132852	0,8576347779	0,9639458519	0,6034616369	0,0016231876	1,56E-06	8,07E-05	0,0191977492	0,335268522	0,2528365364
"rplA"	"Q8YLJ7"	"50S ribosomal protein L1 "	1,2942156269	3	3	4	"fraction03 fraction04 fraction17 fraction19"	0		4	0,9665826502	1,8366331558	1,9445766414	0,8719517143	-0,4088315144	-0,7139320649	-0,6720677199	-0,5598028633	-0,4757022037	-0,4323505803	-0,2965890657	-0,4908907365	-0,5532673042	-0,5109023284	-0,5049656632	-1,626986584	-0,98719693	-2,4832343906	0,1377372984	2,08E-07	1,39E-13	0,1152183583	0,9119809219	0,6323658084	0,3140055877	0,7748328075	0,782438825	0,9209788256	0,9399718078	0,8238197493	0,8998134913	0,9424012519	0,8866209989	0,0044775936	0,1379583235	6,32E-09
"rpsC"	"Q8YPI5"	"30S ribosomal protein S3 "	1,3459702576	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	-0,3939048421	-0,0569138307	0,0269889745	0,2993675868	-0,1190238463	-0,1266564579	-0,2677051214	0,0373904522	0,0179021757	-0,2264572374	0,0235033228	0,6820476365	2,1026899048	2,2229652979	2,3745457159	-1,3463437793	-0,7506231086	-0,6401743925	0,7809162547	0,9515854439	0,9588821951	0,858594051	0,9515670645	0,9682935699	0,8721475313	0,9600049759	0,9597548662	0,9633834501	0,9720858015	0,6568794004	2,09E-05	5,89E-05	5,00E-05	0,0311001419	0,6783532568	0,5339462487
"rpsE"	"Q8YPJ5"	"30S ribosomal protein S5 "	1,3960276823	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	0,0847256549	0,3241954693	0,7349769702	0,8293803161	0,6085860106	0,5715485866	0,3341623919	0,4561001393	0,2928960952	0,6411438481	0,7572960372	1,3132852698	2,1814320263	2,4147671921	2,129829099	-1,4196723265	-1,0180393377	-0,7820627273	0,9416095079	0,922148876	0,8606853982	0,8443134529	0,896652977	0,911929099	0,871821601	0,8920857325	0,9220797827	0,8652790517	0,7790274969	0,213281883	9,31E-06	7,24E-06	0,0003673404	0,0382381643	0,2474901911	0,2513222489
"rbpB"	"Q44554"	"Putative RNA-binding protein RbpB "	1,892875274	3	3	4	"fraction08 fraction09 fraction13 fraction14"	0		4	-0,0206690727	-0,299247413	-0,0780374447	0,316956365	0,7587692303	1,4892201065	1,6097472749	2,0126745789	1,67262854	1,785583464	1,5527338727	2,057775833	1,9220814152	1,7215377122	1,3221174805	1,7597597154	1,5168389444	1,4640605214	0,9508646788	0,7797451007	0,9521548138	0,9486220034	0,3014159468	0,0532248292	0,0124325989	0,0144573045	0,287243878	0,0642903718	0,1400500124	0,0108576159	0,0364932556	0,2255965584	0,4914841573	0,2462987837	0,1125122693	0,415485138
"rpsM"	"Q8YPK1"	"30S ribosomal protein S13 "	1,8999635568	3	3	4	"fraction14 fraction15 fraction16 fraction17"	0		4	0,0781935196	0,291998269	0,3968452821	0,0627406633	0,0573941475	0,1024817475	0,2884536324	-0,4277756788	-1,2634078907	-0,141942574	0,8146694562	1,374096126	1,739569495	2,25378287	2,1049487572	-1,5948290704	-0,9767157569	-0,477968004	0,9414162714	0,9324702026	0,9223789454	0,9716472386	0,9665771324	0,9702632013	0,860570746	0,8955172642	0,4430826846	0,9757435685	0,8781600662	0,2103597711	0,0034836135	1,66E-06	0,0007160599	0,0184451882	0,4000442258	0,6973188421
"all4983"	"Q8YMF1"	"All4983 protein "	-2,4858217434	3	3	3	"fraction10 fraction12 fraction16"	0		3	-0,1408420518	0,0365243139	-0,0564192821	-0,0669954542	0,2595437517	0,4120213304	0,5163266109	0,6181991265	1,9345958251		2,6756030393		0,8494596444	0,1652754469	1,9607552037	-0,5496004589		1,3719066162	0,9302058208	0,9556612747	0,9419370068	0,9647625433	0,9229624875	0,9086679023	0,5955268887	0,7790020643	5,18E-05		0,0004386654		0,8556197195	0,9804294829	0,0171966124	0,9701657307		0,4391749091
"alr8563"	"WP_044520390.1"	"hypothetical protein "	-1,6595765039	1	1	2	"fraction18 fraction19"	1	"fraction04"	3	-0,1118776654	0,4277175891	0,946758061	0,3453037254	-0,5509113192	-0,6909472887	-0,5875898191	0,0838792335	0,65440566	-0,0086724181	0,5158740081	0,4918756801	-0,0169888545	-1,0066511666	-1,6565766085	-1,8327334176	-4,6021659816	-2,5744586632	0,9397195917	0,7483749298	4,79E-05	0,8467700741	0,5011259407	0,6796186669	0,6843202065	0,9576328013	0,8055096044	0,9794629248	0,9263098201	0,897833253	0,9778293448	0,8381352275	0,0957252367	0,0637389357	2,74E-13	3,79E-06
"alr4786"	"WP_044523321.1"	"dienelactone hydrolase family protein "	-1,6302406234	3	3	3	"fraction10 fraction11 fraction18"	0		3	0,1208597198	0,186886562	0,1610337625	0,1347944334	-0,2356900885	-0,2772168707	-0,6501607938	-1,0451406909	-1,3141027952	-1,5685159273	-0,6971389887	-1,7374943817	-0,9782377058	-1,4309016652	-1,2345717346	-1,4094622766	-1,4522401676	-1,3739129992	0,9315738922	0,8928835069	0,8651741815	0,9420919876	0,9174712998	0,9576817318	0,4762094369	0,4171497877	0,0394674353	0,0424584617	0,7145016037	0,0774675299	0,4465097677	0,0598910234	0,1845090065	0,1456777649	0,0369502413	0,2479519573
"asr4584"	"Q8YNI1"	"Asr4584 protein "	-1,5811397487	2	2	2	"fraction11 fraction15"	1	"fraction06"	3	-0,088195325	-0,6857722003	0,4370949132	0,2588364306	0,8228780533	0,8627121976	0,3430150593	0,4053424621	1,2401143535	1,4411555743	0,6006968619		1,9500850666	2,9312931041	0,5695027883	1,0854726782	1,1528066777	1,3501233255	0,9401101553	0,1109033115	0,3614313663	0,9249869664	0,0061799529	0,1385337742	0,851573868	0,9018005633	0,334251285	0,0375037844	0,8813944118		0,0671114481	4,66E-05	0,9308695915	0,7717544547	0,1377533649	0,3207851007
"asr0925"	"WP_044520772.1"	"hypothetical protein "	-1,5038253286	1	1	3	"fraction10 fraction12 fraction15"	0		3	0,394384301	-0,3026908098	-0,3901668686	0,0754385695	0,1996590748	0,794297845	1,1243408247	1,0523864102	1,6807832419	1,6894522364	2,202204062	1,7390340297	1,5339582299	2,0170345748	0,6788735337	1,56695448	1,5915516822	1,462616535	0,8560239161	0,8707081277	0,4649719665	0,9657402558	0,9330578302	0,5027319915	0,1070246532	0,4495362965	0,0310479813	0,0867067354	0,0092003554	0,0785339277	0,2245547656	0,0283857351	0,9063062536	0,2445430918	0,0620280041	0,0680228813
"all7648"	"Q8ZS64"	"All7648 protein "	-1,4405609755	2	2	3	"fraction08 fraction09 fraction12"	0		3	0,9105709326	-0,293834011	-0,4242924914	0,2267946225	0,879636442	1,5873637548	1,3077246892	1,8068821461	0,1458382645	0,8848664209	2,0811975071			0,5115099424	1,6499751216				0,1465393678	0,8639361777	0,0914644957	0,9326245938	0,8456463001	0,3092737002	0,0240443919	0,0092706571	0,9450994152	0,9381069967	0,0169745755			0,9603052417	0,0992710822			
"exbD1"	"Q8YZ43"	"Alr0644 protein "	-1,4210159396	2	2	3	"fraction05 fraction16 fraction18"	0		3	0,4329675656	0,3885322816	0,3298363468	1,111509151	0,2618845125	-0,6578837455	-0,4430587315	-0,2960532318	-0,5143458872	-0,4707606856	-0,6378243148	-0,3007914898	-0,1708358599	-0,2529446958	-2,1541374026	-0,6218796664	-1,9746000291	-0,7801864731	0,7699235015	0,6727279632	0,2721063104	0,0114423409	0,8729226828	0,491135691	0,7113505052	0,9432971172	0,9057264993	0,9628040337	0,8836972527	0,9361670351	0,9700327077	0,9774766476	0,0401460398	0,9692017072	0,0138481661	0,7358808725
